Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI02,OUT027,2828.703073985001
NCC55,OUT019,130.63282441712818
FDR03,OUT018,2945.964698177935
FDB14,OUT017,1009.9263939785452
FDR45,OUT013,3026.7225564402847
NCN07,OUT017,1873.147605111142
FDM51,OUT019,239.37376715406538
FDT52,OUT027,5489.781087681775
FDL26,OUT046,2643.975021470098
NCZ42,OUT046,3781.248875757775
DRI47,OUT019,356.0851666715469
FDW40,OUT013,1801.7155365422457
FDN34,OUT046,2807.8250783571298
FDS01,OUT035,2643.975021470098
NCG55,OUT045,1558.4812120766294
FDC11,OUT035,1009.9263939785452
FDX35,OUT018,2945.964698177935
NCB06,OUT046,2643.975021470098
FDR09,OUT019,497.57945751693313
FDC53,OUT017,1873.147605111142
FDY45,OUT013,3781.248875757775
FDA22,OUT010,356.0851666715469
FDE02,OUT035,1736.4616685052877
FDW21,OUT045,1558.4812120766294
FDV34,OUT046,877.0932166794358
FDS59,OUT049,1801.7155365422457
NCW17,OUT017,1873.147605111142
NCK54,OUT046,1801.7155365422457
FDG17,OUT019,497.57945751693313
FDG35,OUT017,2364.6023390121823
FDD08,OUT010,130.63282441712818
NCO07,OUT017,3358.2098331032244
FDJ10,OUT010,356.0851666715469
FDW36,OUT017,1736.4616685052877
FDW21,OUT010,239.37376715406538
FDY19,OUT017,1873.147605111142
DRE03,OUT013,877.0932166794358
NCC55,OUT049,801.0542079957867
FDH52,OUT010,130.63282441712818
FDO09,OUT017,3358.2098331032244
FDU43,OUT045,3358.2098331032244
FDX09,OUT010,356.0851666715469
FDH40,OUT019,130.63282441712818
FDW58,OUT017,1873.147605111142
FDC47,OUT017,3358.2098331032244
NCR41,OUT035,1873.147605111142
DRG49,OUT035,3358.2098331032244
FDC52,OUT027,4146.97167822764
FDY13,OUT046,966.9563675415617
FDY35,OUT013,966.9563675415617
FDI35,OUT017,2807.8250783571298
NCU18,OUT049,1801.7155365422457
FDY33,OUT018,2171.9805007920468
FDC15,OUT027,4146.97167822764
FDU01,OUT049,3662.6796173591406
NCU42,OUT046,2579.252592380676
NCV29,OUT018,2171.9805007920468
NCY30,OUT017,2364.6023390121823
FDQ46,OUT049,1617.6664129665928
FDG58,OUT027,4146.97167822764
FDK33,OUT017,3358.2098331032244
NCD07,OUT045,1558.4812120766294
NCX29,OUT027,4146.97167822764
NCT42,OUT013,2579.252592380676
DRN59,OUT035,877.0932166794358
FDI44,OUT035,877.0932166794358
FDA45,OUT049,2364.6023390121823
FDP31,OUT045,877.0932166794358
FDY01,OUT046,1801.7155365422457
FDT09,OUT018,1463.1524722310262
DRH03,OUT027,2828.703073985001
FDA36,OUT018,2945.964698177935
NCF31,OUT017,2315.629958861823
FDG14,OUT049,2315.629958861823
FDG28,OUT027,5489.781087681775
FDU14,OUT049,3662.6796173591406
FDY47,OUT019,239.37376715406538
FDI56,OUT049,877.0932166794358
DRD01,OUT013,1009.9263939785452
FDM22,OUT046,877.0932166794358
FDH33,OUT013,877.0932166794358
DRZ24,OUT013,1617.6664129665928
NCQ38,OUT046,1801.7155365422457
FDO16,OUT027,1595.5858177926682
FDU07,OUT027,4146.97167822764
NCB07,OUT013,3026.7225564402847
FDU48,OUT045,1558.4812120766294
NCM43,OUT045,2807.8250783571298
FDR31,OUT010,356.0851666715469
DRK49,OUT018,725.8319150889691
NCI30,OUT010,497.57945751693313
DRD60,OUT017,2807.8250783571298
NCG19,OUT046,3026.7225564402847
FDH12,OUT035,1736.4616685052877
FDM32,OUT035,877.0932166794358
FDM27,OUT035,2807.8250783571298
NCU53,OUT027,4146.97167822764
NCQ18,OUT046,1801.7155365422457
FDS10,OUT013,2364.6023390121823
FDB33,OUT027,4146.97167822764
FDI12,OUT013,966.9563675415617
NCW42,OUT013,3026.7225564402847
NCC06,OUT018,1463.1524722310262
FDW02,OUT017,1873.147605111142
NCD43,OUT017,1873.147605111142
FDM57,OUT018,725.8319150889691
FDA58,OUT017,3358.2098331032244
FDK56,OUT046,2315.629958861823
FDP52,OUT045,3662.6796173591406
FDW20,OUT018,1463.1524722310262
FDS52,OUT049,1617.6664129665928
NCT29,OUT018,1463.1524722310262
NCL54,OUT013,2807.8250783571298
FDC05,OUT045,3282.808759736802
FDF34,OUT035,3358.2098331032244
FDP03,OUT027,2828.703073985001
FDD32,OUT010,130.63282441712818
FDZ10,OUT045,1558.4812120766294
FDZ40,OUT035,877.0932166794358
FDD51,OUT018,725.8319150889691
NCY30,OUT019,356.0851666715469
FDP58,OUT017,3358.2098331032244
FDV49,OUT017,3662.6796173591406
FDY24,OUT019,130.63282441712818
NCO55,OUT017,1736.4616685052877
FDR13,OUT017,1873.147605111142
FDS51,OUT017,877.0932166794358
FDP26,OUT045,1558.4812120766294
NCB54,OUT027,2828.703073985001
FDF32,OUT017,3358.2098331032244
FDN31,OUT018,2945.964698177935
DRM48,OUT017,877.0932166794358
FDN20,OUT049,2364.6023390121823
DRL01,OUT046,3026.7225564402847
FDV56,OUT049,1801.7155365422457
DRH13,OUT027,2828.703073985001
FDA03,OUT017,2364.6023390121823
FDF47,OUT027,5489.781087681775
FDX32,OUT046,2643.975021470098
FDX57,OUT049,1801.7155365422457
NCA30,OUT045,3358.2098331032244
FDO49,OUT013,966.9563675415617
FDL04,OUT019,239.37376715406538
DRM48,OUT035,877.0932166794358
FDR16,OUT013,3282.808759736802
NCC19,OUT018,2945.964698177935
NCE42,OUT045,3358.2098331032244
FDY24,OUT017,966.9563675415617
FDH19,OUT049,2364.6023390121823
FDJ46,OUT013,2315.629958861823
FDN45,OUT010,497.57945751693313
FDY08,OUT035,1736.4616685052877
FDZ37,OUT035,966.9563675415617
NCT30,OUT045,801.0542079957867
DRY23,OUT018,725.8319150889691
NCZ30,OUT018,1463.1524722310262
FDC44,OUT018,1463.1524722310262
FDB45,OUT035,1873.147605111142
FDY04,OUT013,2643.975021470098
FDM27,OUT046,2807.8250783571298
FDZ43,OUT017,3781.248875757775
FDT39,OUT019,356.0851666715469
NCC06,OUT019,239.37376715406538
FDL15,OUT027,4146.97167822764
FDL57,OUT017,3358.2098331032244
FDU08,OUT046,1801.7155365422457
FDK40,OUT017,3662.6796173591406
FDQ12,OUT010,497.57945751693313
FDS48,OUT017,2643.975021470098
FDP09,OUT045,3358.2098331032244
FDW21,OUT049,1617.6664129665928
FDY25,OUT035,2643.975021470098
DRE13,OUT017,877.0932166794358
FDV43,OUT019,130.63282441712818
FDD22,OUT045,1558.4812120766294
FDM46,OUT019,130.63282441712818
NCO30,OUT010,356.0851666715469
FDM25,OUT046,2315.629958861823
NCN41,OUT049,1801.7155365422457
FDU24,OUT045,966.9563675415617
FDZ50,OUT046,2643.975021470098
FDP45,OUT013,3026.7225564402847
NCM54,OUT045,1558.4812120766294
FDW10,OUT019,356.0851666715469
FDP20,OUT017,1873.147605111142
FDK32,OUT046,2643.975021470098
FDN52,OUT049,877.0932166794358
FDM58,OUT045,1558.4812120766294
FDZ46,OUT027,2828.703073985001
NCA18,OUT018,1463.1524722310262
FDD35,OUT046,1801.7155365422457
NCK31,OUT035,801.0542079957867
FDI40,OUT027,2828.703073985001
FDT50,OUT019,239.37376715406538
NCT06,OUT046,2807.8250783571298
FDT31,OUT035,3358.2098331032244
FDT45,OUT049,877.0932166794358
FDT13,OUT045,3662.6796173591406
FDO50,OUT045,966.9563675415617
NCU18,OUT010,239.37376715406538
NCR54,OUT049,3358.2098331032244
NCO18,OUT018,2171.9805007920468
FDU09,OUT045,877.0932166794358
FDT13,OUT018,2945.964698177935
FDE09,OUT046,1617.6664129665928
NCK53,OUT019,239.37376715406538
FDG45,OUT049,3358.2098331032244
DRH15,OUT035,877.0932166794358
FDO21,OUT019,497.57945751693313
FDD14,OUT027,4146.97167822764
FDC09,OUT046,1801.7155365422457
FDH45,OUT027,1595.5858177926682
FDV32,OUT046,877.0932166794358
FDG12,OUT035,1873.147605111142
FDS32,OUT013,1801.7155365422457
NCL55,OUT018,2945.964698177935
DRE01,OUT035,3358.2098331032244
DRE15,OUT049,877.0932166794358
NCL42,OUT045,3358.2098331032244
FDP31,OUT013,877.0932166794358
FDN33,OUT018,725.8319150889691
FDZ59,OUT046,2484.436621279668
FDE45,OUT010,356.0851666715469
FDJ07,OUT013,1617.6664129665928
FDQ45,OUT018,2171.9805007920468
FDM33,OUT027,5489.781087681775
FDO15,OUT010,130.63282441712818
FDM46,OUT013,877.0932166794358
FDR03,OUT045,3358.2098331032244
FDY49,OUT018,2171.9805007920468
FDQ60,OUT045,1558.4812120766294
FDW10,OUT049,2364.6023390121823
FDO51,OUT049,877.0932166794358
FDJ40,OUT018,1463.1524722310262
FDS20,OUT018,2171.9805007920468
FDU45,OUT013,1801.7155365422457
FDV02,OUT035,2643.975021470098
FDN09,OUT046,3026.7225564402847
NCM55,OUT027,5489.781087681775
FDN23,OUT018,2171.9805007920468
FDY31,OUT010,356.0851666715469
FDW03,OUT010,239.37376715406538
FDD14,OUT046,2364.6023390121823
FDV23,OUT017,1736.4616685052877
DRI03,OUT045,2579.252592380676
FDN13,OUT035,1736.4616685052877
FDF45,OUT027,1595.5858177926682
FDU46,OUT035,877.0932166794358
FDB57,OUT049,3358.2098331032244
FDV12,OUT049,1801.7155365422457
FDQ58,OUT013,2579.252592380676
NCA18,OUT017,1736.4616685052877
FDH52,OUT049,877.0932166794358
FDM24,OUT018,2171.9805007920468
NCP43,OUT027,4146.97167822764
NCO18,OUT019,356.0851666715469
FDM32,OUT017,877.0932166794358
NCL07,OUT017,801.0542079957867
FDK03,OUT013,3282.808759736802
FDP59,OUT017,1736.4616685052877
FDQ24,OUT049,3662.6796173591406
FDQ16,OUT018,1463.1524722310262
FDU44,OUT013,2643.975021470098
FDH28,OUT010,130.63282441712818
FDV28,OUT019,130.63282441712818
FDM22,OUT045,877.0932166794358
FDR56,OUT046,3026.7225564402847
FDV39,OUT049,3358.2098331032244
FDU37,OUT019,130.63282441712818
FDQ11,OUT010,497.57945751693313
FDX02,OUT045,3781.248875757775
NCS42,OUT018,725.8319150889691
FDY57,OUT027,2828.703073985001
FDB21,OUT049,3358.2098331032244
FDE28,OUT017,3282.808759736802
FDQ55,OUT017,1873.147605111142
FDA48,OUT049,3282.808759736802
FDZ19,OUT045,2484.436621279668
NCC43,OUT045,3358.2098331032244
NCV18,OUT046,801.0542079957867
NCA42,OUT018,2171.9805007920468
FDY45,OUT046,3781.248875757775
NCC30,OUT045,2807.8250783571298
FDM57,OUT013,877.0932166794358
FDL09,OUT010,356.0851666715469
FDB09,OUT027,2828.703073985001
FDT44,OUT035,1736.4616685052877
NCT06,OUT027,4146.97167822764
FDX26,OUT049,2643.975021470098
FDK32,OUT013,2643.975021470098
DRA12,OUT046,2807.8250783571298
FDO46,OUT010,497.57945751693313
FDE52,OUT013,877.0932166794358
NCH42,OUT045,3358.2098331032244
FDV08,OUT035,877.0932166794358
FDB47,OUT018,2945.964698177935
FDC28,OUT010,239.37376715406538
FDD22,OUT046,1801.7155365422457
FDS07,OUT027,2828.703073985001
DRI13,OUT045,3358.2098331032244
FDG32,OUT018,2945.964698177935
FDU14,OUT017,3662.6796173591406
FDD28,OUT019,130.63282441712818
NCP41,OUT017,1873.147605111142
FDS08,OUT049,2484.436621279668
FDX47,OUT045,2484.436621279668
FDC53,OUT019,239.37376715406538
FDQ19,OUT035,3358.2098331032244
FDL14,OUT045,2579.252592380676
FDM33,OUT019,497.57945751693313
FDA51,OUT045,1558.4812120766294
FDZ27,OUT018,725.8319150889691
FDT04,OUT046,877.0932166794358
DRC13,OUT049,1617.6664129665928
FDR16,OUT027,5489.781087681775
FDQ03,OUT027,5489.781087681775
FDE38,OUT035,2484.436621279668
DRH23,OUT027,1595.5858177926682
FDT11,OUT019,497.57945751693313
FDD09,OUT035,2643.975021470098
FDR40,OUT045,877.0932166794358
FDX07,OUT017,2364.6023390121823
FDR07,OUT035,1736.4616685052877
FDA51,OUT017,1736.4616685052877
FDT59,OUT019,497.57945751693313
FDF20,OUT017,3358.2098331032244
FDR13,OUT045,1558.4812120766294
FDY26,OUT049,3781.248875757775
FDW04,OUT017,1736.4616685052877
FDK52,OUT017,3282.808759736802
FDN60,OUT049,2643.975021470098
FDM09,OUT019,356.0851666715469
FDP46,OUT049,877.0932166794358
FDB50,OUT019,130.63282441712818
NCQ29,OUT049,3358.2098331032244
FDP16,OUT027,5489.781087681775
FDX33,OUT018,2171.9805007920468
FDP07,OUT010,497.57945751693313
FDN22,OUT046,3026.7225564402847
FDF39,OUT049,3282.808759736802
FDS21,OUT017,877.0932166794358
NCM42,OUT013,1617.6664129665928
FDK50,OUT019,356.0851666715469
DRF13,OUT027,4146.97167822764
FDH35,OUT018,2171.9805007920468
FDP60,OUT018,1463.1524722310262
DRJ49,OUT027,2828.703073985001
NCT42,OUT019,356.0851666715469
FDE38,OUT049,2484.436621279668
FDI04,OUT049,3282.808759736802
NCH54,OUT045,2807.8250783571298
FDT56,OUT049,877.0932166794358
DRD15,OUT018,2945.964698177935
FDV58,OUT013,3026.7225564402847
FDP21,OUT049,3358.2098331032244
FDH05,OUT013,3282.808759736802
FDR10,OUT027,4146.97167822764
NCP06,OUT045,2364.6023390121823
FDF33,OUT049,1617.6664129665928
DRK37,OUT013,3026.7225564402847
DRH49,OUT045,877.0932166794358
FDT58,OUT013,2315.629958861823
FDD41,OUT018,1463.1524722310262
FDP40,OUT018,1463.1524722310262
FDM51,OUT027,2828.703073985001
FDO45,OUT010,130.63282441712818
FDW33,OUT010,239.37376715406538
FDY24,OUT045,966.9563675415617
FDB10,OUT010,497.57945751693313
FDM40,OUT035,1736.4616685052877
NCI06,OUT017,2807.8250783571298
FDW12,OUT019,356.0851666715469
FDX48,OUT027,4146.97167822764
NCW05,OUT027,2828.703073985001
FDX27,OUT017,1736.4616685052877
DRM37,OUT045,3358.2098331032244
FDA38,OUT045,3662.6796173591406
FDR36,OUT046,966.9563675415617
FDZ45,OUT046,3781.248875757775
FDG05,OUT017,2315.629958861823
FDK28,OUT013,3662.6796173591406
FDV47,OUT045,966.9563675415617
FDN21,OUT045,2364.6023390121823
FDP20,OUT027,2828.703073985001
FDI35,OUT045,2807.8250783571298
DRY23,OUT013,877.0932166794358
FDA56,OUT017,1873.147605111142
FDB09,OUT013,1801.7155365422457
NCO26,OUT027,2828.703073985001
FDQ49,OUT018,2171.9805007920468
FDI52,OUT027,2828.703073985001
FDZ44,OUT027,2828.703073985001
FDZ09,OUT018,2171.9805007920468
FDY03,OUT049,1801.7155365422457
NCG42,OUT017,1873.147605111142
DRI13,OUT027,5489.781087681775
FDQ32,OUT013,1801.7155365422457
FDW16,OUT035,877.0932166794358
FDU27,OUT046,877.0932166794358
FDR28,OUT010,356.0851666715469
FDQ49,OUT010,356.0851666715469
FDS37,OUT046,1617.6664129665928
FDW26,OUT018,2945.964698177935
FDX12,OUT018,2945.964698177935
NCP06,OUT013,2364.6023390121823
FDW45,OUT010,356.0851666715469
NCN30,OUT049,1801.7155365422457
FDN24,OUT049,966.9563675415617
NCL41,OUT027,1595.5858177926682
FDR02,OUT019,239.37376715406538
FDD09,OUT010,356.0851666715469
FDS33,OUT010,130.63282441712818
FDU22,OUT045,1558.4812120766294
FDI53,OUT013,2315.629958861823
DRH01,OUT049,2807.8250783571298
FDX32,OUT013,2643.975021470098
NCP30,OUT018,725.8319150889691
FDB60,OUT045,3662.6796173591406
FDB14,OUT049,1009.9263939785452
NCP02,OUT035,801.0542079957867
FDJ10,OUT017,1736.4616685052877
FDG34,OUT046,1801.7155365422457
NCB18,OUT017,801.0542079957867
FDM16,OUT049,877.0932166794358
FDW25,OUT018,725.8319150889691
FDB35,OUT010,130.63282441712818
DRN11,OUT013,2315.629958861823
FDF41,OUT019,497.57945751693313
FDH16,OUT045,877.0932166794358
NCQ50,OUT018,2945.964698177935
DRH23,OUT018,725.8319150889691
DRJ37,OUT013,2315.629958861823
DRJ24,OUT027,4146.97167822764
FDY16,OUT035,2364.6023390121823
FDQ27,OUT045,1558.4812120766294
FDZ33,OUT045,2315.629958861823
FDF29,OUT045,1558.4812120766294
FDA08,OUT049,2643.975021470098
FDG31,OUT046,877.0932166794358
FDE34,OUT019,356.0851666715469
NCR30,OUT027,1595.5858177926682
FDV33,OUT035,3358.2098331032244
DRZ24,OUT018,1463.1524722310262
NCL54,OUT035,2807.8250783571298
FDR12,OUT049,2643.975021470098
NCC54,OUT046,3026.7225564402847
DRN59,OUT013,877.0932166794358
FDX50,OUT019,239.37376715406538
FDV31,OUT027,4146.97167822764
NCA29,OUT027,4146.97167822764
FDW60,OUT049,2579.252592380676
FDX08,OUT017,2643.975021470098
DRD49,OUT013,3026.7225564402847
FDD33,OUT046,3026.7225564402847
FDW35,OUT013,966.9563675415617
FDJ36,OUT017,1736.4616685052877
FDV51,OUT035,2807.8250783571298
FDW36,OUT046,1801.7155365422457
FDH35,OUT046,2364.6023390121823
NCS30,OUT027,2828.703073985001
FDN49,OUT017,966.9563675415617
FDL08,OUT018,2945.964698177935
FDI09,OUT013,3026.7225564402847
FDP19,OUT018,1463.1524722310262
FDU21,OUT010,130.63282441712818
NCP41,OUT045,1558.4812120766294
FDY10,OUT013,1801.7155365422457
FDP12,OUT018,725.8319150889691
NCN26,OUT049,1801.7155365422457
FDK44,OUT013,2643.975021470098
FDC28,OUT049,1617.6664129665928
FDJ41,OUT027,5489.781087681775
NCT29,OUT035,1736.4616685052877
NCH42,OUT019,497.57945751693313
FDU60,OUT018,2171.9805007920468
FDS02,OUT045,3282.808759736802
FDC51,OUT046,1801.7155365422457
FDU03,OUT013,2364.6023390121823
FDX39,OUT045,3781.248875757775
NCY05,OUT010,130.63282441712818
NCL06,OUT027,5489.781087681775
FDD32,OUT035,1009.9263939785452
NCN41,OUT045,1558.4812120766294
NCX53,OUT049,1801.7155365422457
FDU57,OUT019,356.0851666715469
FDQ23,OUT046,1617.6664129665928
FDQ52,OUT045,3282.808759736802
FDC14,OUT045,1009.9263939785452
FDY09,OUT035,2807.8250783571298
FDQ28,OUT045,2643.975021470098
FDV25,OUT046,3662.6796173591406
FDJ07,OUT035,1873.147605111142
DRB25,OUT049,1801.7155365422457
FDK52,OUT019,497.57945751693313
FDY52,OUT027,1595.5858177926682
FDB28,OUT046,3282.808759736802
FDT36,OUT035,966.9563675415617
FDV25,OUT017,3662.6796173591406
NCN07,OUT027,2828.703073985001
FDC57,OUT017,3358.2098331032244
FDQ03,OUT018,2945.964698177935
FDU23,OUT017,2643.975021470098
NCX41,OUT035,3781.248875757775
NCD06,OUT035,801.0542079957867
FDW08,OUT045,1558.4812120766294
NCU29,OUT017,2579.252592380676
NCE06,OUT013,2484.436621279668
FDV52,OUT010,239.37376715406538
FDB02,OUT017,2579.252592380676
NCR18,OUT045,801.0542079957867
FDK16,OUT049,1617.6664129665928
NCQ29,OUT010,497.57945751693313
FDZ01,OUT019,239.37376715406538
FDW27,OUT035,2484.436621279668
FDD17,OUT018,2945.964698177935
FDW39,OUT013,2484.436621279668
DRH59,OUT045,877.0932166794358
FDS52,OUT013,1617.6664129665928
FDU40,OUT027,5489.781087681775
NCF54,OUT013,2807.8250783571298
FDH46,OUT045,1558.4812120766294
NCP14,OUT049,1617.6664129665928
FDH50,OUT049,2643.975021470098
DRF15,OUT010,356.0851666715469
FDV27,OUT027,1595.5858177926682
NCJ06,OUT049,1801.7155365422457
FDN02,OUT018,2945.964698177935
FDQ51,OUT049,877.0932166794358
FDQ07,OUT017,3358.2098331032244
FDS45,OUT049,1617.6664129665928
NCJ06,OUT045,1558.4812120766294
FDD36,OUT035,1873.147605111142
FDY25,OUT045,2643.975021470098
FDU52,OUT046,2484.436621279668
DRK47,OUT017,3358.2098331032244
NCL30,OUT017,1873.147605111142
FDN22,OUT035,3358.2098331032244
NCF30,OUT027,2828.703073985001
FDK03,OUT035,3282.808759736802
FDT45,OUT017,877.0932166794358
NCC54,OUT027,5489.781087681775
FDP08,OUT018,2945.964698177935
FDU44,OUT046,2643.975021470098
