Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX02,OUT027,5678.094503655841
FDQ16,OUT027,2743.9386594196576
FDU35,OUT018,1357.6894262101926
NCT29,OUT013,1749.3354592424052
FDZ27,OUT046,723.0297423033983
FDN57,OUT017,1640.4383948394545
FDA03,OUT018,2314.0534327369373
FDZ36,OUT045,2860.2117784479
NCU05,OUT013,855.6312873440218
FDT39,OUT018,2314.0534327369373
FDK60,OUT017,1957.403067139047
FDZ25,OUT017,2860.2117784479
FDG12,OUT046,1699.3064471008176
DRB01,OUT019,518.1524438750575
NCC43,OUT027,5678.094503655841
FDX13,OUT019,475.8101088372923
FDM22,OUT049,1017.9117422060367
FDJ03,OUT027,1722.407058120565
FDU14,OUT018,3214.711921259034
FDB33,OUT010,319.2771464329595
FDP27,OUT046,3750.1978112637744
FDO38,OUT010,117.36978976603626
FDE28,OUT027,5260.195852348931
FDO27,OUT035,1692.1358972117778
DRL23,OUT027,2743.9386594196576
FDS28,OUT046,821.5039289056241
FDX24,OUT013,889.7259676618635
FDZ02,OUT035,1885.712024477214
FDL46,OUT045,1478.2825136604777
FDS60,OUT027,4285.7334616462895
NCO06,OUT017,855.6312873440218
FDO16,OUT035,1007.6302921940953
FDC60,OUT049,1009.9263939785428
FDA48,OUT018,3214.711921259034
FDZ36,OUT027,5260.195852348931
FDK27,OUT045,1478.2825136604777
FDW23,OUT018,770.6430152211196
FDM14,OUT018,1357.6894262101926
FDM14,OUT013,1969.937103652213
FDW60,OUT018,2314.0534327369373
FDE21,OUT013,1969.937103652213
NCM42,OUT035,1692.1358972117778
FDY59,OUT010,117.36978976603626
DRI49,OUT049,934.4279442816404
FDT28,OUT019,376.30512862813885
FDQ22,OUT018,688.9044428690185
FDR60,OUT049,1085.8945593990227
FDC50,OUT019,215.94354673517296
FDV24,OUT013,2305.249812689442
DRF48,OUT010,475.8101088372923
FDQ47,OUT046,889.7259676618635
DRN36,OUT049,1869.5345446914885
NCY06,OUT035,1957.403067139047
FDE52,OUT035,1017.9117422060367
NCB54,OUT045,1478.2825136604777
NCF31,OUT035,2930.843926849163
FDJ08,OUT027,5678.094503655841
NCC07,OUT017,1640.4383948394545
NCD19,OUT027,1453.963891485887
FDL46,OUT049,1869.5345446914885
FDM20,OUT045,3715.855884510453
NCI06,OUT010,376.30512862813885
DRM11,OUT035,3750.1978112637744
NCH07,OUT018,2019.930731594967
FDS23,OUT013,1699.3064471008176
FDO49,OUT018,770.6430152211196
FDS35,OUT049,889.7259676618635
DRK39,OUT045,1007.6302921940953
DRI39,OUT049,774.2812534799957
FDV04,OUT017,2208.291319030472
NCN14,OUT035,2550.334218501969
FDH08,OUT013,3720.3119032411337
FDS20,OUT046,2208.291319030472
FDV40,OUT049,774.2812534799957
FDZ48,OUT010,215.94354673517296
FDS24,OUT027,1722.407058120565
FDK44,OUT049,2469.1062495566407
FDS48,OUT045,2623.9537301758673
FDK26,OUT010,475.8101088372923
FDD23,OUT045,3088.6096731103826
NCH54,OUT017,2930.843926849163
NCP14,OUT010,268.5828674842002
FDM60,OUT010,117.36978976603626
FDV24,OUT017,2305.249812689442
FDH08,OUT018,2750.257719031359
FDS12,OUT027,2743.9386594196576
FDR39,OUT027,4002.234122994704
FDP12,OUT027,1722.407058120565
DRF60,OUT027,5260.195852348931
FDC09,OUT035,1957.403067139047
FDF50,OUT018,3214.711921259034
FDG28,OUT035,3088.6096731103826
NCE19,OUT017,855.6312873440218
NCM53,OUT010,268.5828674842002
NCN18,OUT049,1534.7505558730627
FDF32,OUT035,3088.6096731103826
FDF11,OUT013,3720.3119032411337
DRI59,OUT049,3715.855884510453
NCG54,OUT035,2930.843926849163
FDM44,OUT046,1969.937103652213
FDT57,OUT018,2750.257719031359
FDV24,OUT046,2305.249812689442
FDI50,OUT019,475.8101088372923
FDS09,OUT035,1017.9117422060367
NCC31,OUT027,4002.234122994704
FDQ07,OUT019,518.1524438750575
FDC22,OUT017,2994.071248724464
FDZ56,OUT046,2860.2117784479
FDZ40,OUT019,117.36978976603626
FDS46,OUT027,2906.1388490158356
DRD24,OUT045,1478.2825136604777
FDV45,OUT017,3082.656449212809
FDL26,OUT045,2623.9537301758673
FDA56,OUT018,1357.6894262101926
FDN27,OUT046,1869.5345446914885
FDM20,OUT049,3715.855884510453
FDO16,OUT017,1007.6302921940953
FDL03,OUT035,3720.3119032411337
FDE58,OUT046,1869.5345446914885
FDI02,OUT027,2743.9386594196576
NCC55,OUT019,152.29249935179868
FDR03,OUT018,2750.257719031359
FDB14,OUT017,1009.9263939785428
FDR45,OUT013,3720.3119032411337
NCN07,OUT017,1640.4383948394545
FDM51,OUT019,268.5828674842002
FDT52,OUT027,5260.195852348931
FDL26,OUT046,2623.9537301758673
NCZ42,OUT046,3948.817422262849
DRI47,OUT019,376.30512862813885
FDW40,OUT013,1634.7963604283443
FDN34,OUT046,2927.8763859767396
FDS01,OUT035,2623.9537301758673
NCG55,OUT045,1478.2825136604777
FDC11,OUT035,1009.9263939785428
FDX35,OUT018,3214.711921259034
NCB06,OUT046,2469.1062495566407
FDR09,OUT019,518.1524438750575
FDC53,OUT017,1885.712024477214
FDY45,OUT013,3948.817422262849
FDA22,OUT010,319.2771464329595
FDE02,OUT035,1885.712024477214
FDW21,OUT045,1639.3274692903867
FDV34,OUT046,821.5039289056241
FDS59,OUT049,1749.3354592424052
NCW17,OUT017,1640.4383948394545
NCK54,OUT046,1969.937103652213
FDG17,OUT019,475.8101088372923
FDG35,OUT017,2550.334218501969
FDD08,OUT010,152.29249935179868
NCO07,OUT017,2917.5996991315055
FDJ10,OUT010,376.30512862813885
FDW36,OUT017,1885.712024477214
FDW21,OUT010,268.5828674842002
FDY19,OUT017,1640.4383948394545
DRE03,OUT013,774.2812534799957
NCC55,OUT049,855.6312873440218
FDH52,OUT010,152.29249935179868
FDO09,OUT017,3584.98625746399
FDU43,OUT045,3082.656449212809
FDX09,OUT010,376.30512862813885
FDH40,OUT019,152.29249935179868
FDW58,OUT017,1640.4383948394545
FDC47,OUT017,3088.6096731103826
NCR41,OUT035,1640.4383948394545
DRG49,OUT035,3750.1978112637744
FDC52,OUT027,4285.7334616462895
FDY13,OUT046,1085.8945593990227
FDY35,OUT013,1085.8945593990227
FDI35,OUT017,2930.843926849163
NCU18,OUT049,1749.3354592424052
FDY33,OUT018,2019.930731594967
FDC15,OUT027,4285.7334616462895
FDU01,OUT049,3188.1995864900414
NCU42,OUT046,2472.553990077214
NCV29,OUT018,2314.0534327369373
NCY30,OUT017,2860.2117784479
FDQ46,OUT049,1534.7505558730627
FDG58,OUT027,4002.234122994704
FDK33,OUT017,2917.5996991315055
NCD07,OUT045,1478.2825136604777
NCX29,OUT027,4002.234122994704
NCT42,OUT013,2305.249812689442
DRN59,OUT035,934.4279442816404
FDI44,OUT035,774.2812534799957
FDA45,OUT049,2550.334218501969
FDP31,OUT045,1017.9117422060367
FDY01,OUT046,1634.7963604283443
FDT09,OUT018,1577.6445759534793
DRH03,OUT027,2906.1388490158356
FDA36,OUT018,2750.257719031359
NCF31,OUT017,2930.843926849163
FDG14,OUT049,2481.9600087564972
FDG28,OUT027,5260.195852348931
FDU14,OUT049,3082.656449212809
FDY47,OUT019,215.94354673517296
FDI56,OUT049,1007.6302921940953
DRD01,OUT013,1009.9263939785428
FDM22,OUT046,1017.9117422060367
FDH33,OUT013,723.0297423033983
DRZ24,OUT013,1534.7505558730627
NCQ38,OUT046,1749.3354592424052
FDO16,OUT027,1722.407058120565
FDU07,OUT027,4285.7334616462895
NCB07,OUT013,2994.071248724464
FDU48,OUT045,1639.3274692903867
NCM43,OUT045,2472.553990077214
FDR31,OUT010,376.30512862813885
DRK49,OUT018,688.9044428690185
NCI30,OUT010,518.1524438750575
DRD60,OUT017,2930.843926849163
NCG19,OUT046,3088.6096731103826
FDH12,OUT035,1885.712024477214
FDM32,OUT035,774.2812534799957
FDM27,OUT035,2930.843926849163
NCU53,OUT027,4002.234122994704
NCQ18,OUT046,1634.7963604283443
FDS10,OUT013,2169.8059629588683
FDB33,OUT027,4285.7334616462895
FDI12,OUT013,889.7259676618635
NCW42,OUT013,3082.656449212809
NCC06,OUT018,1577.6445759534793
FDW02,OUT017,1885.712024477214
NCD43,OUT017,1692.1358972117778
FDM57,OUT018,688.9044428690185
FDA58,OUT017,2994.071248724464
FDK56,OUT046,2481.9600087564972
FDP52,OUT045,3188.1995864900414
FDW20,OUT018,1357.6894262101926
FDS52,OUT049,1534.7505558730627
NCT29,OUT018,1577.6445759534793
NCL54,OUT013,2927.8763859767396
FDC05,OUT045,2994.071248724464
FDF34,OUT035,2917.5996991315055
FDP03,OUT027,2743.9386594196576
FDD32,OUT010,152.29249935179868
FDZ10,OUT045,1639.3274692903867
FDZ40,OUT035,723.0297423033983
FDD51,OUT018,770.6430152211196
NCY30,OUT019,376.30512862813885
FDP58,OUT017,3584.98625746399
FDV49,OUT017,3720.3119032411337
FDY24,OUT019,117.36978976603626
NCO55,OUT017,1957.403067139047
FDR13,OUT017,1885.712024477214
FDS51,OUT017,934.4279442816404
FDP26,OUT045,1639.3274692903867
NCB54,OUT027,2743.9386594196576
FDF32,OUT017,3088.6096731103826
FDN31,OUT018,3214.711921259034
DRM48,OUT017,934.4279442816404
FDN20,OUT049,2169.8059629588683
DRL01,OUT046,3188.1995864900414
FDV56,OUT049,1749.3354592424052
DRH13,OUT027,2743.9386594196576
FDA03,OUT017,2169.8059629588683
FDF47,OUT027,5678.094503655841
FDX32,OUT046,2469.1062495566407
FDX57,OUT049,1749.3354592424052
NCA30,OUT045,2994.071248724464
FDO49,OUT013,889.7259676618635
FDL04,OUT019,215.94354673517296
DRM48,OUT035,934.4279442816404
FDR16,OUT013,3750.1978112637744
NCC19,OUT018,3214.711921259034
NCE42,OUT045,2917.5996991315055
FDY24,OUT017,889.7259676618635
FDH19,OUT049,2169.8059629588683
FDJ46,OUT013,2472.553990077214
FDN45,OUT010,518.1524438750575
FDY08,OUT035,1885.712024477214
FDZ37,OUT035,889.7259676618635
NCT30,OUT045,855.6312873440218
DRY23,OUT018,688.9044428690185
NCZ30,OUT018,1577.6445759534793
FDC44,OUT018,1357.6894262101926
FDB45,OUT035,1640.4383948394545
FDY04,OUT013,2860.2117784479
FDM27,OUT046,2472.553990077214
FDZ43,OUT017,3948.817422262849
FDT39,OUT019,376.30512862813885
NCC06,OUT019,268.5828674842002
FDL15,OUT027,4002.234122994704
FDL57,OUT017,3584.98625746399
FDU08,OUT046,1749.3354592424052
FDK40,OUT017,3720.3119032411337
FDQ12,OUT010,475.8101088372923
FDS48,OUT017,2623.9537301758673
FDP09,OUT045,3715.855884510453
FDW21,OUT049,1699.3064471008176
FDY25,OUT035,2860.2117784479
DRE13,OUT017,1007.6302921940953
FDV43,OUT019,117.36978976603626
FDD22,OUT045,1478.2825136604777
FDM46,OUT019,117.36978976603626
NCO30,OUT010,376.30512862813885
FDM25,OUT046,2481.9600087564972
NCN41,OUT049,1869.5345446914885
FDU24,OUT045,889.7259676618635
FDZ50,OUT046,2860.2117784479
FDP45,OUT013,3715.855884510453
NCM54,OUT045,1478.2825136604777
FDW10,OUT019,376.30512862813885
FDP20,OUT017,1640.4383948394545
FDK32,OUT046,2766.731433563252
FDN52,OUT049,1017.9117422060367
FDM58,OUT045,1478.2825136604777
FDZ46,OUT027,2906.1388490158356
NCA18,OUT018,1577.6445759534793
FDD35,OUT046,1969.937103652213
NCK31,OUT035,745.3018600046094
FDI40,OUT027,2743.9386594196576
FDT50,OUT019,215.94354673517296
NCT06,OUT046,2472.553990077214
FDT31,OUT035,2917.5996991315055
FDT45,OUT049,934.4279442816404
FDT13,OUT045,3720.3119032411337
FDO50,OUT045,1085.8945593990227
NCU18,OUT010,268.5828674842002
NCR54,OUT049,3188.1995864900414
NCO18,OUT018,2314.0534327369373
FDU09,OUT045,1007.6302921940953
FDT13,OUT018,2750.257719031359
FDE09,OUT046,1534.7505558730627
NCK53,OUT019,268.5828674842002
FDG45,OUT049,3750.1978112637744
DRH15,OUT035,723.0297423033983
FDO21,OUT019,475.8101088372923
FDD14,OUT027,4285.7334616462895
FDC09,OUT046,1869.5345446914885
FDH45,OUT027,1722.407058120565
FDV32,OUT046,1007.6302921940953
FDG12,OUT035,1885.712024477214
FDS32,OUT013,1749.3354592424052
NCL55,OUT018,2750.257719031359
DRE01,OUT035,3088.6096731103826
DRE15,OUT049,774.2812534799957
NCL42,OUT045,3715.855884510453
FDP31,OUT013,1017.9117422060367
FDN33,OUT018,688.9044428690185
FDZ59,OUT046,2860.2117784479
FDE45,OUT010,319.2771464329595
FDJ07,OUT013,1534.7505558730627
FDQ45,OUT018,2314.0534327369373
FDM33,OUT027,5678.094503655841
FDO15,OUT010,117.36978976603626
FDM46,OUT013,1007.6302921940953
FDR03,OUT045,2917.5996991315055
FDY49,OUT018,2314.0534327369373
FDQ60,OUT045,1639.3274692903867
FDW10,OUT049,2550.334218501969
FDO51,OUT049,1007.6302921940953
FDJ40,OUT018,1357.6894262101926
FDS20,OUT018,2314.0534327369373
FDU45,OUT013,1749.3354592424052
FDV02,OUT035,2623.9537301758673
FDN09,OUT046,3715.855884510453
NCM55,OUT027,5678.094503655841
FDN23,OUT018,2019.930731594967
FDY31,OUT010,376.30512862813885
FDW03,OUT010,268.5828674842002
FDD14,OUT046,2550.334218501969
FDV23,OUT017,1885.712024477214
DRI03,OUT045,2305.249812689442
FDN13,OUT035,1640.4383948394545
FDF45,OUT027,1722.407058120565
FDU46,OUT035,821.5039289056241
FDB57,OUT049,3720.3119032411337
FDV12,OUT049,1749.3354592424052
FDQ58,OUT013,2305.249812689442
NCA18,OUT017,1692.1358972117778
FDH52,OUT049,1017.9117422060367
FDM24,OUT018,2019.930731594967
NCP43,OUT027,4002.234122994704
NCO18,OUT019,376.30512862813885
FDM32,OUT017,774.2812534799957
NCL07,OUT017,745.3018600046094
FDK03,OUT013,3420.759119988022
FDP59,OUT017,1640.4383948394545
FDQ24,OUT049,3188.1995864900414
FDQ16,OUT018,1357.6894262101926
FDU44,OUT013,2766.731433563252
FDH28,OUT010,152.29249935179868
FDV28,OUT019,117.36978976603626
FDM22,OUT045,1017.9117422060367
FDR56,OUT046,3188.1995864900414
FDV39,OUT049,2917.5996991315055
FDU37,OUT019,117.36978976603626
FDQ11,OUT010,475.8101088372923
FDX02,OUT045,3082.656449212809
NCS42,OUT018,688.9044428690185
FDY57,OUT027,2906.1388490158356
FDB21,OUT049,2994.071248724464
FDE28,OUT017,3088.6096731103826
FDQ55,OUT017,1957.403067139047
FDA48,OUT049,2994.071248724464
FDZ19,OUT045,2860.2117784479
NCC43,OUT045,2994.071248724464
NCV18,OUT046,855.6312873440218
NCA42,OUT018,2314.0534327369373
FDY45,OUT046,3948.817422262849
NCC30,OUT045,2472.553990077214
FDM57,OUT013,1017.9117422060367
FDL09,OUT010,376.30512862813885
FDB09,OUT027,2906.1388490158356
FDT44,OUT035,1957.403067139047
NCT06,OUT027,4002.234122994704
FDX26,OUT049,2469.1062495566407
FDK32,OUT013,2766.731433563252
DRA12,OUT046,2472.553990077214
FDO46,OUT010,475.8101088372923
FDE52,OUT013,1017.9117422060367
NCH42,OUT045,3750.1978112637744
FDV08,OUT035,1007.6302921940953
FDB47,OUT018,3214.711921259034
FDC28,OUT010,215.94354673517296
FDD22,OUT046,1634.7963604283443
FDS07,OUT027,2906.1388490158356
DRI13,OUT045,3720.3119032411337
FDG32,OUT018,3214.711921259034
FDU14,OUT017,3082.656449212809
FDD28,OUT019,152.29249935179868
NCP41,OUT017,1957.403067139047
FDS08,OUT049,2305.249812689442
FDX47,OUT045,2305.249812689442
FDC53,OUT019,215.94354673517296
FDQ19,OUT035,2917.5996991315055
FDL14,OUT045,2481.9600087564972
FDM33,OUT019,518.1524438750575
FDA51,OUT045,1478.2825136604777
FDZ27,OUT018,770.6430152211196
FDT04,OUT046,774.2812534799957
DRC13,OUT049,1534.7505558730627
FDR16,OUT027,5260.195852348931
FDQ03,OUT027,5260.195852348931
FDE38,OUT035,2305.249812689442
DRH23,OUT027,1453.963891485887
FDT11,OUT019,475.8101088372923
FDD09,OUT035,2766.731433563252
FDR40,OUT045,1017.9117422060367
FDX07,OUT017,2169.8059629588683
FDR07,OUT035,1640.4383948394545
FDA51,OUT017,1885.712024477214
FDT59,OUT019,475.8101088372923
FDF20,OUT017,3088.6096731103826
FDR13,OUT045,1639.3274692903867
FDY26,OUT049,3948.817422262849
FDW04,OUT017,1885.712024477214
FDK52,OUT017,3584.98625746399
FDN60,OUT049,2469.1062495566407
FDM09,OUT019,376.30512862813885
FDP46,OUT049,934.4279442816404
FDB50,OUT019,152.29249935179868
NCQ29,OUT049,3420.759119988022
FDP16,OUT027,5260.195852348931
FDX33,OUT018,2019.930731594967
FDP07,OUT010,475.8101088372923
FDN22,OUT046,3188.1995864900414
FDF39,OUT049,3088.6096731103826
FDS21,OUT017,821.5039289056241
NCM42,OUT013,1699.3064471008176
FDK50,OUT019,376.30512862813885
DRF13,OUT027,4002.234122994704
FDH35,OUT018,2019.930731594967
FDP60,OUT018,1357.6894262101926
DRJ49,OUT027,2743.9386594196576
NCT42,OUT019,376.30512862813885
FDE38,OUT049,2305.249812689442
FDI04,OUT049,3420.759119988022
NCH54,OUT045,2927.8763859767396
FDT56,OUT049,821.5039289056241
DRD15,OUT018,2750.257719031359
FDV58,OUT013,3082.656449212809
FDP21,OUT049,3720.3119032411337
FDH05,OUT013,3088.6096731103826
FDR10,OUT027,4002.234122994704
NCP06,OUT045,2169.8059629588683
FDF33,OUT049,1534.7505558730627
DRK37,OUT013,3750.1978112637744
DRH49,OUT045,934.4279442816404
FDT58,OUT013,2927.8763859767396
FDD41,OUT018,1357.6894262101926
FDP40,OUT018,1357.6894262101926
FDM51,OUT027,2743.9386594196576
FDO45,OUT010,117.36978976603626
FDW33,OUT010,268.5828674842002
FDY24,OUT045,889.7259676618635
FDB10,OUT010,518.1524438750575
FDM40,OUT035,1885.712024477214
NCI06,OUT017,2930.843926849163
FDW12,OUT019,376.30512862813885
FDX48,OUT027,4285.7334616462895
NCW05,OUT027,2743.9386594196576
FDX27,OUT017,1640.4383948394545
DRM37,OUT045,3188.1995864900414
FDA38,OUT045,3720.3119032411337
FDR36,OUT046,889.7259676618635
FDZ45,OUT046,3948.817422262849
FDG05,OUT017,2481.9600087564972
FDK28,OUT013,3750.1978112637744
FDV47,OUT045,1085.8945593990227
FDN21,OUT045,2550.334218501969
FDP20,OUT027,2906.1388490158356
FDI35,OUT045,2472.553990077214
DRY23,OUT013,821.5039289056241
FDA56,OUT017,1885.712024477214
FDB09,OUT013,1869.5345446914885
NCO26,OUT027,2906.1388490158356
FDQ49,OUT018,2314.0534327369373
FDI52,OUT027,2743.9386594196576
FDZ44,OUT027,2906.1388490158356
FDZ09,OUT018,2019.930731594967
FDY03,OUT049,1749.3354592424052
NCG42,OUT017,1640.4383948394545
DRI13,OUT027,5260.195852348931
FDQ32,OUT013,1869.5345446914885
FDW16,OUT035,821.5039289056241
FDU27,OUT046,821.5039289056241
FDR28,OUT010,376.30512862813885
FDQ49,OUT010,376.30512862813885
FDS37,OUT046,1534.7505558730627
FDW26,OUT018,3214.711921259034
FDX12,OUT018,2750.257719031359
NCP06,OUT013,2169.8059629588683
FDW45,OUT010,376.30512862813885
NCN30,OUT049,1869.5345446914885
FDN24,OUT049,1085.8945593990227
NCL41,OUT027,1453.963891485887
FDR02,OUT019,215.94354673517296
FDD09,OUT010,319.2771464329595
FDS33,OUT010,117.36978976603626
FDU22,OUT045,1639.3274692903867
FDI53,OUT013,2481.9600087564972
DRH01,OUT049,2927.8763859767396
FDX32,OUT013,2469.1062495566407
NCP30,OUT018,688.9044428690185
FDB60,OUT045,3720.3119032411337
FDB14,OUT049,1009.9263939785428
NCP02,OUT035,745.3018600046094
FDJ10,OUT017,1692.1358972117778
FDG34,OUT046,1969.937103652213
NCB18,OUT017,745.3018600046094
FDM16,OUT049,1017.9117422060367
FDW25,OUT018,770.6430152211196
FDB35,OUT010,152.29249935179868
DRN11,OUT013,2208.291319030472
FDF41,OUT019,518.1524438750575
FDH16,OUT045,723.0297423033983
NCQ50,OUT018,2750.257719031359
DRH23,OUT018,688.9044428690185
DRJ37,OUT013,2472.553990077214
DRJ24,OUT027,4002.234122994704
FDY16,OUT035,2860.2117784479
FDQ27,OUT045,1639.3274692903867
FDZ33,OUT045,2860.2117784479
FDF29,OUT045,1478.2825136604777
FDA08,OUT049,2766.731433563252
FDG31,OUT046,723.0297423033983
FDE34,OUT019,319.2771464329595
NCR30,OUT027,1453.963891485887
FDV33,OUT035,3720.3119032411337
DRZ24,OUT018,1577.6445759534793
NCL54,OUT035,2930.843926849163
FDR12,OUT049,2623.9537301758673
NCC54,OUT046,3088.6096731103826
DRN59,OUT013,934.4279442816404
FDX50,OUT019,215.94354673517296
FDV31,OUT027,4285.7334616462895
NCA29,OUT027,4002.234122994704
FDW60,OUT049,2305.249812689442
FDX08,OUT017,2766.731433563252
DRD49,OUT013,3088.6096731103826
FDD33,OUT046,3088.6096731103826
FDW35,OUT013,889.7259676618635
FDJ36,OUT017,1957.403067139047
FDV51,OUT035,2930.843926849163
FDW36,OUT046,1749.3354592424052
FDH35,OUT046,2550.334218501969
NCS30,OUT027,2906.1388490158356
FDN49,OUT017,1085.8945593990227
FDL08,OUT018,2750.257719031359
FDI09,OUT013,3188.1995864900414
FDP19,OUT018,1357.6894262101926
FDU21,OUT010,117.36978976603626
NCP41,OUT045,1639.3274692903867
FDY10,OUT013,1749.3354592424052
FDP12,OUT018,770.6430152211196
NCN26,OUT049,1969.937103652213
FDK44,OUT013,2469.1062495566407
FDC28,OUT049,1534.7505558730627
FDJ41,OUT027,5260.195852348931
NCT29,OUT035,1885.712024477214
NCH42,OUT019,475.8101088372923
FDU60,OUT018,2019.930731594967
FDS02,OUT045,3420.759119988022
FDC51,OUT046,1969.937103652213
FDU03,OUT013,2550.334218501969
FDX39,OUT045,3082.656449212809
NCY05,OUT010,117.36978976603626
NCL06,OUT027,5678.094503655841
FDD32,OUT035,1009.9263939785428
NCN41,OUT045,1639.3274692903867
NCX53,OUT049,1749.3354592424052
FDU57,OUT019,376.30512862813885
FDQ23,OUT046,1699.3064471008176
FDQ52,OUT045,3188.1995864900414
FDC14,OUT045,1009.9263939785428
FDY09,OUT035,2860.2117784479
FDQ28,OUT045,2623.9537301758673
FDV25,OUT046,3750.1978112637744
FDJ07,OUT035,1692.1358972117778
DRB25,OUT049,1969.937103652213
FDK52,OUT019,518.1524438750575
FDY52,OUT027,1722.407058120565
FDB28,OUT046,2994.071248724464
FDT36,OUT035,1085.8945593990227
FDV25,OUT017,3750.1978112637744
NCN07,OUT027,2906.1388490158356
FDC57,OUT017,3088.6096731103826
FDQ03,OUT018,3214.711921259034
FDU23,OUT017,2623.9537301758673
NCX41,OUT035,3720.3119032411337
NCD06,OUT035,855.6312873440218
FDW08,OUT045,1639.3274692903867
NCU29,OUT017,2208.291319030472
NCE06,OUT013,2305.249812689442
FDV52,OUT010,215.94354673517296
FDB02,OUT017,2481.9600087564972
NCR18,OUT045,745.3018600046094
FDK16,OUT049,1534.7505558730627
NCQ29,OUT010,518.1524438750575
FDZ01,OUT019,215.94354673517296
FDW27,OUT035,2305.249812689442
FDD17,OUT018,2750.257719031359
FDW39,OUT013,2305.249812689442
DRH59,OUT045,723.0297423033983
FDS52,OUT013,1534.7505558730627
FDU40,OUT027,5260.195852348931
NCF54,OUT013,2472.553990077214
FDH46,OUT045,1478.2825136604777
NCP14,OUT049,1534.7505558730627
FDH50,OUT049,2623.9537301758673
DRF15,OUT010,319.2771464329595
FDV27,OUT027,1453.963891485887
NCJ06,OUT049,1869.5345446914885
FDN02,OUT018,3214.711921259034
FDQ51,OUT049,1017.9117422060367
FDQ07,OUT017,3584.98625746399
FDS45,OUT049,1699.3064471008176
NCJ06,OUT045,1478.2825136604777
FDD36,OUT035,1957.403067139047
FDY25,OUT045,2860.2117784479
FDU52,OUT046,2208.291319030472
DRK47,OUT017,3750.1978112637744
NCL30,OUT017,1640.4383948394545
FDN22,OUT035,3584.98625746399
NCF30,OUT027,2906.1388490158356
FDK03,OUT035,3584.98625746399
FDT45,OUT017,934.4279442816404
NCC54,OUT027,5260.195852348931
FDP08,OUT018,3214.711921259034
