Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG35,OUT017,41.510339109168676
FDD08,OUT010,11.168643388803527
NCO07,OUT017,47.21769877270843
FDJ10,OUT010,21.945841052595622
FDW36,OUT017,36.02805480283404
FDW21,OUT010,17.126144664397042
FDY19,OUT017,36.047641771568884
DRE03,OUT013,26.439200412182267
NCC55,OUT049,28.36175360265156
FDH52,OUT010,11.505020003589312
FDO09,OUT017,46.94534596119352
FDU43,OUT045,45.979206790927144
FDX09,OUT010,22.26150935835917
FDH40,OUT019,9.529784207796759
FDW58,OUT017,36.05260556794135
FDC47,OUT017,46.53526231375232
NCR41,OUT035,35.186973277911804
DRG49,OUT035,45.74285620584424
FDC52,OUT027,49.49364922896567
FDY13,OUT046,28.49484567848581
FDY35,OUT013,27.147283248205177
FDI35,OUT017,41.28308801462621
NCU18,OUT049,34.21851654718847
FDY33,OUT018,36.50643789186115
FDC15,OUT027,48.439941425141875
FDU01,OUT049,45.761578942499874
NCU42,OUT046,39.66946120220047
NCV29,OUT018,36.63304086212098
NCY30,OUT017,41.75153450757217
FDQ46,OUT049,33.776105830118006
FDG58,OUT027,49.03096694955155
FDK33,OUT017,47.101204258626446
NCD07,OUT045,34.2289907008812
NCX29,OUT027,49.05320512605991
NCT42,OUT013,37.817939550432165
DRN59,OUT035,29.181740357595537
FDI44,OUT035,29.074661643519825
FDA45,OUT049,39.060940960726064
FDP31,OUT045,28.661427670485118
FDY01,OUT046,33.81786305872536
FDT09,OUT018,31.209104293823664
DRH03,OUT027,43.25736372466398
FDA36,OUT018,42.12483086548671
NCF31,OUT017,41.37134084837473
FDG14,OUT049,40.01564871546699
FDG28,OUT027,54.94172256763202
FDU14,OUT049,45.55252330019476
FDY47,OUT019,15.575297584294951
FDI56,OUT049,28.257664544787055
DRD01,OUT013,26.36152317552949
FDM22,OUT046,28.348258185835697
FDH33,OUT013,25.93384368033825
DRZ24,OUT013,31.780999204137032
NCQ38,OUT046,34.04507518156783
FDO16,OUT027,38.027809762817874
FDU07,OUT027,49.10247681197364
NCB07,OUT013,43.068173479922706
FDU48,OUT045,34.56448080759673
NCM43,OUT045,40.08883619348762
FDR31,OUT010,22.754608621631093
DRK49,OUT018,24.981136252574128
NCI30,OUT010,27.971294578193408
DRD60,OUT017,41.197504342215446
NCG19,OUT046,44.628561180621375
FDH12,OUT035,34.80956588335963
FDM32,OUT035,29.482301155310175
FDM27,OUT035,40.30707479298572
NCU53,OUT027,49.163911748740674
NCQ18,OUT046,33.55269221092378
FDS10,OUT013,37.67262595100559
FDB33,OUT027,49.092437389300564
FDI12,OUT013,26.5797450846326
NCW42,OUT013,43.38130601959147
NCC06,OUT018,30.81437865701303
FDW02,OUT017,36.316513758519584
NCD43,OUT017,35.89676752606091
FDM57,OUT018,25.23958383534579
FDA58,OUT017,46.550707252532966
FDK56,OUT046,39.066765785917916
FDP52,OUT045,45.90191982459083
FDW20,OUT018,31.033646736127217
FDS52,OUT049,34.38055290451498
NCT29,OUT018,30.829126913938566
NCL54,OUT013,37.52012126315748
FDC05,OUT045,45.584420290696734
FDF34,OUT035,46.387597128636436
FDP03,OUT027,43.67475402694087
FDD32,OUT010,11.504725047419537
FDZ10,OUT045,34.311503044843
FDZ40,OUT035,29.498638507218423
FDD51,OUT018,24.79506271311439
NCY30,OUT019,21.017751820790075
FDP58,OUT017,46.588578792366214
FDV49,OUT017,47.307611161512646
FDY24,OUT019,9.393325487050017
NCO55,OUT017,35.67901935844644
FDR13,OUT017,36.34878695014587
FDS51,OUT017,30.30933990884717
FDP26,OUT045,34.00794981915126
NCB54,OUT027,43.37550634205839
FDF32,OUT017,46.92413290275524
FDN31,OUT018,41.893057252481334
DRM48,OUT017,29.747889133959667
FDN20,OUT049,39.87652586166252
DRL01,OUT046,45.09657885803812
FDV56,OUT049,34.72040726093605
DRH13,OUT027,43.26812629035643
FDA03,OUT017,41.72408809354713
FDF47,OUT027,54.22107862678086
FDX32,OUT046,39.684796318038984
FDX57,OUT049,34.47200029972486
NCA30,OUT045,45.151963347698725
FDO49,OUT013,26.9104208142679
FDL04,OUT019,14.605873391921335
DRM48,OUT035,28.828528235426525
FDR16,OUT013,43.37063761424529
NCC19,OUT018,41.664385213509874
NCE42,OUT045,45.72057569568256
FDY24,OUT017,30.395909868743168
FDH19,OUT049,39.70548706767733
FDJ46,OUT013,37.49536854877234
FDN45,OUT010,27.442184911628424
FDY08,OUT035,34.83223044291821
FDZ37,OUT035,29.94005383849568
NCT30,OUT045,28.69343127189439
DRY23,OUT018,25.10966216319657
NCZ30,OUT018,31.007546747070805
FDC44,OUT018,30.15016078692539
FDB45,OUT035,34.97097311177931
FDY04,OUT013,38.16963405983669
FDM27,OUT046,39.646554553177275
FDZ43,OUT017,47.485395546854896
FDT39,OUT019,21.303504361577346
NCC06,OUT019,15.156067363709045
FDL15,OUT027,48.98237561441544
FDL57,OUT017,47.1814199298229
FDU08,OUT046,34.00413368500751
FDK40,OUT017,47.14883805798333
FDQ12,OUT010,28.27257381262755
FDS48,OUT017,41.742168378319
FDP09,OUT045,45.57146295369409
FDW21,OUT049,34.56797456871289
FDY25,OUT035,40.78217766761663
DRE13,OUT017,29.973844358054855
FDV43,OUT019,9.363922000210202
FDD22,OUT045,33.88996891274035
FDM46,OUT019,8.507116118191082
NCO30,OUT010,22.73576057110334
FDM25,OUT046,39.78284265341508
NCN41,OUT049,34.19064539998027
FDU24,OUT045,28.842583709539646
FDZ50,OUT046,39.82459336173624
FDP45,OUT013,43.57608689326104
NCM54,OUT045,34.402066420861175
FDW10,OUT019,20.498606876822233
FDP20,OUT017,35.931030710488564
FDK32,OUT046,39.767110053693735
FDN52,OUT049,28.498480810791584
FDM58,OUT045,34.49336194989703
FDZ46,OUT027,43.383454096039394
NCA18,OUT018,30.621224524609005
FDD35,OUT046,33.66937206692162
NCK31,OUT035,29.367371623539242
FDI40,OUT027,43.42300549142261
FDT50,OUT019,15.075080378612459
NCT06,OUT046,39.61296706079045
FDT31,OUT035,46.41447547127665
FDT45,OUT049,28.445842568477055
FDT13,OUT045,45.84386382341604
FDO50,OUT045,28.72208276183195
NCU18,OUT010,16.87883581908096
NCR54,OUT049,45.265830421329696
NCO18,OUT018,36.53490001317508
FDU09,OUT045,28.916976989746594
FDT13,OUT018,42.26453979054394
FDE09,OUT046,33.84512244965385
NCK53,OUT019,15.187999771794868
FDG45,OUT049,45.169747655169665
DRH15,OUT035,28.934058830425165
FDO21,OUT019,26.80056237410438
FDD14,OUT027,48.49825487262046
FDC09,OUT046,34.16037109873958
FDH45,OUT027,37.87553209164738
FDV32,OUT046,28.133838811291277
FDG12,OUT035,35.441586848685
FDS32,OUT013,32.537261274390254
NCL55,OUT018,41.90121737381003
DRE01,OUT035,45.29603412588988
DRE15,OUT049,28.521070416892577
NCL42,OUT045,45.65700021802578
FDP31,OUT013,26.34778879467344
FDN33,OUT018,25.01331905628244
FDZ59,OUT046,39.76101698665597
FDE45,OUT010,22.387269061367768
FDJ07,OUT013,32.04636437759347
FDQ45,OUT018,36.76627948713324
FDM33,OUT027,54.375300899325545
FDO15,OUT010,11.774708554549953
FDM46,OUT013,25.797220491831332
FDR03,OUT045,46.05635141374051
FDY49,OUT018,37.07986372299201
FDQ60,OUT045,34.542926320621284
FDW10,OUT049,39.67516590782399
FDO51,OUT049,28.786729251285756
FDJ40,OUT018,31.086222913006985
FDS20,OUT018,36.40546887946109
FDU45,OUT013,32.39305615426566
FDV02,OUT035,40.63768364090996
FDN09,OUT046,45.000408606620574
NCM55,OUT027,54.596535956887834
FDN23,OUT018,36.66070754167422
FDY31,OUT010,22.54800903389885
FDW03,OUT010,17.293508818645158
FDD14,OUT046,38.92705549584344
FDV23,OUT017,35.78367509656284
DRI03,OUT045,39.94809886870309
FDN13,OUT035,34.598105040677886
FDF45,OUT027,38.253382883437375
FDU46,OUT035,29.74760445728628
FDB57,OUT049,45.71754368855408
FDV12,OUT049,34.595238709254694
FDQ58,OUT013,37.68071070699832
NCA18,OUT017,35.69306049362707
FDH52,OUT049,28.709813919421116
FDM24,OUT018,36.649886881839585
NCP43,OUT027,49.17399293502908
NCO18,OUT019,20.915659339974944
FDM32,OUT017,30.403980986503207
NCL07,OUT017,30.292873044341533
FDK03,OUT013,43.48031638985257
FDP59,OUT017,36.312105983847694
FDQ24,OUT049,45.432475134395695
FDQ16,OUT018,30.90434387574107
FDU44,OUT013,38.01578753840632
FDH28,OUT010,11.059573395545677
FDV28,OUT019,9.073081856011665
FDM22,OUT045,28.971669958507597
FDR56,OUT046,45.229811379644154
FDV39,OUT049,45.53856569552526
FDU37,OUT019,9.516182211703661
FDQ11,OUT010,28.492913174258966
FDX02,OUT045,45.70733904933149
NCS42,OUT018,25.149031502356628
FDY57,OUT027,43.47259074518656
FDB21,OUT049,44.76248963079916
FDE28,OUT017,46.936705650509616
FDQ55,OUT017,36.37707678956391
FDA48,OUT049,45.03940926122409
FDZ19,OUT045,39.87811041715113
NCC43,OUT045,45.27086065714202
NCV18,OUT046,28.079118743801956
NCA42,OUT018,36.33569125505535
FDY45,OUT046,45.183274613952086
NCC30,OUT045,39.990845063404045
FDM57,OUT013,26.50471953487598
FDL09,OUT010,22.05644601798985
FDB09,OUT027,43.29671395357352
FDT44,OUT035,34.79438085109532
NCT06,OUT027,49.2054567108631
FDX26,OUT049,39.75076001060689
FDK32,OUT013,37.96661237777108
DRA12,OUT046,39.11080643472189
FDO46,OUT010,28.469249030380574
FDE52,OUT013,26.77610808633991
NCH42,OUT045,45.56492090440761
FDV08,OUT035,29.471327533957272
FDB47,OUT018,41.62425745289176
FDC28,OUT010,16.64496353748025
FDD22,OUT046,33.37588598522428
FDS07,OUT027,43.301628433687405
DRI13,OUT045,45.4303946015929
FDG32,OUT018,41.41649197491102
FDU14,OUT017,47.27466437942156
FDD28,OUT019,9.355533864255456
NCP41,OUT017,36.087870047800465
FDS08,OUT049,39.723187703227644
FDX47,OUT045,40.53065727648893
FDC53,OUT019,15.29193322387647
FDQ19,OUT035,46.625293518439314
FDL14,OUT045,40.37431498168886
FDM33,OUT019,25.873035311113092
FDA51,OUT045,34.06245137077054
FDZ27,OUT018,25.458313987437002
FDT04,OUT046,28.097889172542047
DRC13,OUT049,34.14921026163919
FDR16,OUT027,54.82177388463804
FDQ03,OUT027,54.830077019859026
FDE38,OUT035,40.489887374302334
DRH23,OUT027,37.158513196065165
FDT11,OUT019,26.919233832537238
FDD09,OUT035,40.55413133637118
FDR40,OUT045,29.045287011436137
FDX07,OUT017,42.040521022730836
FDR07,OUT035,34.89979639697798
FDA51,OUT017,35.55293975888356
FDT59,OUT019,26.70822846981593
FDF20,OUT017,47.05374045188264
FDR13,OUT045,34.85617812853
FDY26,OUT049,45.95332825060873
FDW04,OUT017,36.233608768699106
FDK52,OUT017,46.963573604976084
FDN60,OUT049,39.67690979808497
FDM09,OUT019,20.595004059065495
FDP46,OUT049,28.324960890424983
FDB50,OUT019,8.619447441801324
NCQ29,OUT049,45.18679596371153
FDP16,OUT027,54.759882552930684
FDX33,OUT018,36.37929262671357
FDP07,OUT010,28.137713122547602
FDN22,OUT046,44.90465583249847
FDF39,OUT049,45.540129780522484
FDS21,OUT017,30.652412067132055
NCM42,OUT013,32.1195640992852
FDK50,OUT019,20.87721053772039
DRF13,OUT027,48.82915656574428
FDH35,OUT018,36.141302458421
FDP60,OUT018,30.92166396676148
DRJ49,OUT027,43.33896425873116
NCT42,OUT019,20.973119317749244
FDE38,OUT049,39.68899678694847
FDI04,OUT049,45.5349095109838
NCH54,OUT045,39.83914288546773
FDT56,OUT049,28.650638316582878
DRD15,OUT018,41.801799479590635
FDV58,OUT013,43.19334313024766
FDP21,OUT049,45.633647508424254
FDH05,OUT013,43.36540982552088
FDR10,OUT027,49.15003707113217
NCP06,OUT045,40.10094372831591
FDF33,OUT049,34.02858100604703
DRK37,OUT013,42.892168621838344
DRH49,OUT045,28.431856892939727
FDT58,OUT013,37.419274377003724
FDD41,OUT018,30.821112877315194
FDP40,OUT018,31.16896155809679
FDM51,OUT027,43.801408451877386
FDO45,OUT010,11.492862038700153
FDW33,OUT010,16.405181038309934
FDY24,OUT045,29.18805363402422
FDB10,OUT010,27.619850324987887
FDM40,OUT035,34.45636896899972
NCI06,OUT017,41.42924326740927
FDW12,OUT019,21.322512019632516
FDX48,OUT027,49.66303055462195
NCW05,OUT027,43.17762543194111
FDX27,OUT017,36.08751610910617
DRM37,OUT045,45.151016863442955
FDA38,OUT045,45.5408222758338
FDR36,OUT046,28.377637442880918
FDZ45,OUT046,45.00080348025897
FDG05,OUT017,41.5475721930081
FDK28,OUT013,43.143482914055916
FDV47,OUT045,28.943765475081015
FDN21,OUT045,39.75226501431985
FDP20,OUT027,43.502463497551524
FDI35,OUT045,39.790675242091176
DRY23,OUT013,26.375498936990788
FDA56,OUT017,35.87534764104621
FDB09,OUT013,31.898240824910737
NCO26,OUT027,43.383024494456066
FDQ49,OUT018,36.90957823301469
FDI52,OUT027,43.19361978834359
FDZ44,OUT027,43.646235625283744
FDZ09,OUT018,36.17552814319456
FDY03,OUT049,34.40723943903638
NCG42,OUT017,35.8763912652654
DRI13,OUT027,54.51069521200336
FDQ32,OUT013,32.44304499333712
FDW16,OUT035,29.822297408806726
FDU27,OUT046,28.070340166316974
FDR28,OUT010,22.980165755144025
FDQ49,OUT010,22.96773037455244
FDS37,OUT046,34.00979926898068
FDW26,OUT018,42.20373056425209
FDX12,OUT018,42.671544096895865
NCP06,OUT013,37.78580176943299
FDW45,OUT010,22.49447233829234
NCN30,OUT049,34.31790735220942
FDN24,OUT049,28.370593298404124
NCL41,OUT027,37.91020736713273
FDR02,OUT019,15.371810634171876
FDD09,OUT010,22.512970728479303
FDS33,OUT010,11.483450618522827
FDU22,OUT045,34.11650164595118
FDI53,OUT013,37.54682295275703
DRH01,OUT049,39.257017937993105
FDX32,OUT013,37.88448064839192
NCP30,OUT018,25.336325449703445
FDB60,OUT045,45.63866692419774
FDB14,OUT049,28.58032158514326
NCP02,OUT035,29.357785134613394
FDJ10,OUT017,35.610658872220704
FDG34,OUT046,33.87932795766961
NCB18,OUT017,30.210852275419363
FDM16,OUT049,28.896194908494458
FDW25,OUT018,25.34160318734694
FDB35,OUT010,11.114334617102763
DRN11,OUT013,37.03994956421628
FDF41,OUT019,25.61827330966505
FDH16,OUT045,28.680710547834515
NCQ50,OUT018,42.159428643534895
DRH23,OUT018,24.49800938440278
DRJ37,OUT013,37.32251362492496
DRJ24,OUT027,48.517665209596025
FDY16,OUT035,40.84789730185826
FDQ27,OUT045,34.62369352451132
FDZ33,OUT045,39.709185390406795
FDF29,OUT045,34.75575307592879
FDA08,OUT049,39.90960962616109
FDG31,OUT046,28.042925816521766
FDE34,OUT019,20.548266660746794
NCR30,OUT027,37.83355515867571
FDV33,OUT035,46.50728730519295
DRZ24,OUT018,30.58810841846747
NCL54,OUT035,40.40637616590465
FDR12,OUT049,40.293508611220254
NCC54,OUT046,44.812289830348966
DRN59,OUT013,26.288454841133053
FDX50,OUT019,15.050831546402996
FDV31,OUT027,48.917343498418255
NCA29,OUT027,49.05044573434225
FDW60,OUT049,40.38079375976539
FDX08,OUT017,41.68670395736962
DRD49,OUT013,42.40380940295022
FDD33,OUT046,44.70471700931977
FDW35,OUT013,26.787684676661122
FDJ36,OUT017,35.91629015356464
FDV51,OUT035,40.65188745584879
FDW36,OUT046,34.02143067580557
FDH35,OUT046,39.20656654291286
NCS30,OUT027,43.35846399123596
FDN49,OUT017,30.344670799046888
FDL08,OUT018,41.96310138683641
FDI09,OUT013,43.11484836203626
FDP19,OUT018,30.262099908441407
FDU21,OUT010,11.26808777706119
NCP41,OUT045,34.595066114150455
FDY10,OUT013,32.061999007579324
FDP12,OUT018,25.631009866555797
NCN26,OUT049,34.23717829403709
FDK44,OUT013,37.335006060162236
FDC28,OUT049,33.98217909776499
FDJ41,OUT027,54.76883652244229
NCT29,OUT035,34.98032152731241
NCH42,OUT019,26.361993571559623
FDU60,OUT018,36.902903550556424
FDS02,OUT045,45.55974388276123
FDC51,OUT046,34.25254456222273
FDU03,OUT013,37.825958136171316
FDX39,OUT045,45.944861681354716
NCY05,OUT010,11.32845620526584
NCL06,OUT027,54.58331937315279
FDD32,OUT035,29.483357020452594
NCN41,OUT045,34.42023621871107
NCX53,OUT049,34.47972449986345
FDU57,OUT019,20.664273906161313
FDQ23,OUT046,34.04887813325656
FDQ52,OUT045,45.3578244375793
FDC14,OUT045,29.054522288318644
FDY09,OUT035,40.6481301933074
FDQ28,OUT045,40.30408094915
FDV25,OUT046,45.18852487085005
FDJ07,OUT035,34.93280816402315
DRB25,OUT049,33.68178774481381
FDK52,OUT019,26.06618646308329
FDY52,OUT027,38.17728227573907
FDB28,OUT046,44.749509933641214
FDT36,OUT035,29.238859789725304
FDV25,OUT017,47.195423260269486
NCN07,OUT027,43.52257922071145
FDC57,OUT017,47.29541934984123
FDQ03,OUT018,42.16336840369281
FDU23,OUT017,41.75069592406896
NCX41,OUT035,46.47668354361143
NCD06,OUT035,29.024409274218648
FDW08,OUT045,34.029058352977565
NCU29,OUT017,41.66053709725844
NCE06,OUT013,37.3604902263441
FDV52,OUT010,16.769238479897798
FDB02,OUT017,41.776451673679354
NCR18,OUT045,28.963317536205906
FDK16,OUT049,34.02132596179079
NCQ29,OUT010,27.707289983604
FDZ01,OUT019,15.890979699841722
FDW27,OUT035,40.41447317002409
FDD17,OUT018,41.95177121018835
FDW39,OUT013,38.0244425849935
DRH59,OUT045,28.54636806290825
FDS52,OUT013,32.294681651159685
FDU40,OUT027,54.82720739291593
NCF54,OUT013,37.635385227291856
FDH46,OUT045,34.494173518682096
NCP14,OUT049,33.891689896951796
FDH50,OUT049,39.99140706507172
DRF15,OUT010,22.434679831360814
FDV27,OUT027,38.22740149721347
NCJ06,OUT049,34.21385604178464
FDN02,OUT018,41.967136883180025
FDQ51,OUT049,28.963583786069215
FDQ07,OUT017,47.27102923054483
FDS45,OUT049,34.426285969176895
NCJ06,OUT045,34.443482575749215
FDD36,OUT035,35.063714829248035
FDY25,OUT045,40.21099469455647
FDU52,OUT046,39.46770367399879
DRK47,OUT017,46.853825439794726
NCL30,OUT017,35.88976955935772
FDN22,OUT035,45.9905790369421
NCF30,OUT027,43.0737661639014
FDK03,OUT035,46.36659570739429
FDT45,OUT017,30.167585888576617
NCC54,OUT027,54.398990364295486
FDP08,OUT018,42.10985463469971
FDU44,OUT046,39.81625140757561
DRG39,OUT035,29.24756351027191
FDU32,OUT049,34.29121883034387
FDY27,OUT049,39.77136974862224
NCP54,OUT013,32.17510574228772
NCZ41,OUT049,34.28509152625688
DRL49,OUT013,37.379397802765574
FDI05,OUT018,25.098796158134768
FDY56,OUT045,45.99045666392028
DRC13,OUT013,32.06361568206565
NCV29,OUT017,41.70510294308484
FDR24,OUT049,28.970143596276095
FDZ34,OUT018,41.816938183056585
FDP37,OUT035,34.64671332925651
FDX08,OUT027,49.29487779585646
FDS57,OUT045,34.07426451343937
NCG18,OUT049,34.20749359731074
FDK25,OUT018,36.28547432509476
